id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,budget,people,prep_time,cooking_time,total_time,title_en,tag1_en,tag2_en,tag3_en,difficulty_en,budget_en
421,Poulet Massala,https://www.marmiton.org/recettes/recette_poulet-massala_35549.aspx,4.9,plat principal,viande,viande en sauce,,,facile,bon marché,4,40,30,70,Chicken Massala,main course,meat,meat in sauce,easy,cheap
422,Dombré aux crevettes,https://www.marmiton.org/recettes/recette_dombre-aux-crevettes_231893.aspx,4.7,plat principal,fruits de mer,crevettes,,,moyenne,moyen,4,30,40,70,Shrimp Dombré,main course,seafood,shrimp,average,AVERAGE
423,Poulet aux courgettes et au curry,https://www.marmiton.org/recettes/recette_poulet-aux-courgettes-et-au-curry_56575.aspx,4.9,plat principal,viande,viande en sauce,,,très facile,bon marché,4,1,45,46,Chicken with zucchini and curry,main course,meat,meat in sauce,very easy,cheap
424,gâteau de foies de volaille,https://www.marmiton.org/recettes/recette_gateau-de-foies-de-volaille_41713.aspx,4.6,plat principal,viande,abats,,,facile,bon marché,4,30,35,65,chicken liver cake,main course,meat,offal,easy,cheap
425,Boulettes de viande à la sauce tomate,https://www.marmiton.org/recettes/recette_boulettes-de-viande-a-la-sauce-tomate_21170.aspx,4,plat principal,viande,,,,facile,moyen,4,25,20,45,Meatballs in tomato sauce,main course,meat,,easy,AVERAGE
426,Spaghetti à la coppa,https://www.marmiton.org/recettes/recette_spaghetti-a-la-coppa_50105.aspx,4.4,plat principal,"pâtes, riz, semoule",spaghetti,,,très facile,bon marché,4,15,10,25,Spaghetti with coppa,main course,"pasta, rice, semolina",spaghetti,very easy,cheap
427,Ma poêlée de légumes,https://www.marmiton.org/recettes/recette_ma-poelee-de-legumes_89287.aspx,5,plat principal,plat végétarien,jardinière ou poêlée de légumes,,,facile,bon marché,4,20,30,50,My vegetable stir-fry,main course,vegetarian dish,vegetable garden or pan-fried vegetables,easy,cheap
428,Courgette farcie,https://www.marmiton.org/recettes/recette_courgette-farcie_11173.aspx,4.8,plat principal,plat unique,légumes farcis,,,moyenne,moyen,4,20,30,50,Stuffed zucchini,main course,single dish,stuffed vegetables,average,AVERAGE
429,Encornets farcis à la sétoise,https://www.marmiton.org/recettes/recette_encornets-farcis-a-la-setoise_69170.aspx,4.9,plat principal,fruits de mer,"calamar, poulpe",,,facile,bon marché,4,30,30,60,"Stuffed squid, Sète style",main course,seafood,"squid, octopus",easy,cheap
430,"Tourte au poulet, champignons et lardons",https://www.marmiton.org/recettes/recette_tourte-au-poulet-champignons-lardons_25849.aspx,4.8,plat principal,viande,viande en sauce,,,facile,bon marché,4,30,30,60,"Chicken, mushroom and bacon pie",main course,meat,meat in sauce,easy,cheap
431,Bami (Indonésie),https://www.marmiton.org/recettes/recette_bami-indonesie_13788.aspx,3.9,plat principal,plat unique,plats indonésiens,,,facile,bon marché,4,1,20,21,Bami (Indonesia),main course,single dish,Indonesian dishes,easy,cheap
432,Lapin rôti au four qui cuit tout seul !,https://www.marmiton.org/recettes/recette_lapin-roti-au-four-qui-cuit-tout-seul_43795.aspx,4.6,plat principal,viande,viande rôtie,,,facile,moyen,4,15,50,65,Roasted rabbit in the oven that cooks all by itself!,main course,meat,roast meat,easy,AVERAGE
433,Petit salé aux lentilles au Cookeo,https://www.marmiton.org/recettes/recette_petit-sale-aux-lentilles-au-cookeo_383451.aspx,2,plat principal,viande,viande rôtie,,,très facile,moyen,4,20,1,21,Salted pork with lentils in the Cookeo,main course,meat,roast meat,very easy,AVERAGE
434,Spaghetti all 'Amatriciana,https://www.marmiton.org/recettes/recette_spaghetti-all-amatriciana_21162.aspx,4.1,plat principal,"pâtes, riz, semoule",spaghetti,,,facile,moyen,4,20,10,30,Spaghetti all 'Amatriciana,main course,"pasta, rice, semolina",spaghetti,easy,AVERAGE
435,Cassoulet à ma façon au Cookeo,https://www.marmiton.org/recettes/recette_cassoulet-a-ma-facon-au-cookeo_383180.aspx,5,plat principal,plat unique,cassoulet,,,facile,moyen,4,25,20,45,Cassoulet my way with Cookeo,main course,single dish,cassoulet,easy,AVERAGE
436,Lasagnes chèvre et épinards,https://www.marmiton.org/recettes/recette_lasagnes-chevre-et-epinards_16968.aspx,4.5,plat principal,"pâtes, riz, semoule",lasagne,,,très facile,bon marché,4,20,30,50,Goat cheese and spinach lasagna,main course,"pasta, rice, semolina",lasagna,very easy,cheap
437,Cuisses de poulet façon grand-mère,https://www.marmiton.org/recettes/recette_cuisses-de-poulet-facon-grand-mere_53516.aspx,4.5,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,30,40,Grandma's style chicken thighs,main course,meat,meat in sauce,very easy,cheap
438,Tournedos à la crème fraiche et à la moutarde,https://www.marmiton.org/recettes/recette_tournedos-a-la-creme-fraiche-et-a-la-moutarde_10899.aspx,4.1,plat principal,viande,viande rôtie,,,facile,bon marché,4,15,25,40,Tournedos with crème fraîche and mustard,main course,meat,roast meat,easy,cheap
439,Poulet mariné à s'en lécher les doigts,https://www.marmiton.org/recettes/recette_poulet-marine-a-s-en-lecher-les-doigts_67241.aspx,4.9,plat principal,viande,viande rôtie,,,très facile,bon marché,4,5,45,50,Finger-licking marinated chicken,main course,meat,roast meat,very easy,cheap
440,Courgettes jaunes farcies au poulet,https://www.marmiton.org/recettes/recette_courgettes-jaunes-farcies-au-poulet_228974.aspx,4.8,plat principal,plat unique,légumes farcis,,,facile,bon marché,4,20,30,50,Yellow zucchini stuffed with chicken,main course,single dish,stuffed vegetables,easy,cheap
441,Lasagnes italiennes maison,https://www.marmiton.org/recettes/recette_lasagnes-italiennes-maison_335668.aspx,4.6,plat principal,"pâtes, riz, semoule",lasagne,,,facile,bon marché,4,30,30,60,Homemade Italian Lasagna,main course,"pasta, rice, semolina",lasagna,easy,cheap
442,Rôti de sanglier à la bière,https://www.marmiton.org/recettes/recette_roti-de-sanglier-a-la-biere_201212.aspx,4.8,plat principal,viande,viande rôtie,,,facile,bon marché,4,30,130,160,Roast wild boar with beer,main course,meat,roast meat,easy,cheap
443,Lotte à l'américaine,https://www.marmiton.org/recettes/recette_lotte-a-l-americaine_12569.aspx,4.7,plat principal,poisson,poisson en sauce,,,facile,moyen,4,10,30,40,American-style monkfish,main course,fish,fish in sauce,easy,AVERAGE
444,Penne à l'arrabbiata,https://www.marmiton.org/recettes/recette_penne-a-l-arrabbiata_45200.aspx,4.5,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,10,10,20,Penne with arrabbiata,main course,"pasta, rice, semolina",other pasta,very easy,cheap
445,Poulet au lait de coco rapide,https://www.marmiton.org/recettes/recette_poulet-au-lait-de-coco-rapide_36946.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,5,25,30,Quick Coconut Milk Chicken,main course,meat,meat in sauce,very easy,cheap
446,Daube de boeuf,https://www.marmiton.org/recettes/recette_daube-de-boeuf_20542.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,20,3,23,Beef stew,main course,meat,meat in sauce,very easy,cheap
1441,La meilleure recette de pâte à crêpes,https://www.marmiton.org/recettes/recette_pate-a-crepes_12372.aspx,4.2,dessert,crêpe,pâte à crêpes,,,facile,bon marché,4,10,0,10,The best crepe batter recipe,dessert,pancake,pancake batter,easy,cheap
447,Gambas à l'armoricaine,https://www.marmiton.org/recettes/recette_gambas-a-l-armoricaine_19644.aspx,4.9,plat principal,fruits de mer,crevettes,,,facile,moyen,4,15,20,35,Armorican-style prawns,main course,seafood,shrimp,easy,AVERAGE
448,Les vrais légumes farcis à la provençale,https://www.marmiton.org/recettes/recette_les-vrais-legumes-farcis-a-la-provencale_27761.aspx,4.4,plat principal,plat unique,légumes farcis,,,facile,bon marché,4,130,40,170,Real Provençal stuffed vegetables,main course,single dish,stuffed vegetables,easy,cheap
449,La poule au riz de la mère Michèle,https://www.marmiton.org/recettes/recette_la-poule-au-riz-de-la-mere-michele_36729.aspx,4.8,plat principal,"pâtes, riz, semoule",plat de riz,,,très facile,bon marché,4,30,45,75,Mother Michèle's Chicken and Rice,main course,"pasta, rice, semolina",rice dish,very easy,cheap
450,Macaroni and cheese,https://www.marmiton.org/recettes/recette_macaroni-and-cheese_27787.aspx,3.2,plat principal,"pâtes, riz, semoule",macaronis,,,très facile,bon marché,4,15,15,30,Macaroni and cheese,main course,"pasta, rice, semolina",macaroni,very easy,cheap
451,Boeuf mijoté façon bourguignon,https://www.marmiton.org/recettes/recette_boeuf-mijote-facon-bourguignon_51728.aspx,4.6,plat principal,viande,viande en sauce,,,très facile,moyen,4,2,1,3,Beef bourguignon style stew,main course,meat,meat in sauce,very easy,AVERAGE
452,Carbonade flamande traditionnelle au Cookeo,https://www.marmiton.org/recettes/recette_carbonade-flamande-traditionnelle-au-cookeo_383169.aspx,2.8,plat principal,plat unique,carbonade,,,très facile,bon marché,4,15,45,60,Traditional Flemish carbonnade in the Cookeo,main course,single dish,carbonnade,very easy,cheap
453,Fondue chinoise (la vraie),https://www.marmiton.org/recettes/recette_fondue-chinoise-la-vraie_34050.aspx,4.7,plat principal,plat unique,fondue à la viande,,,très facile,bon marché,4,30,205,235,Chinese fondue (the real one),main course,single dish,meat fondue,very easy,cheap
454,Fondue vigneronne au vin rouge,https://www.marmiton.org/recettes/recette_fondue-vigneronne-au-vin-rouge_36669.aspx,4.9,plat principal,plat unique,fondue à la viande,,,très facile,bon marché,4,20,55,75,Red wine fondue,main course,single dish,meat fondue,very easy,cheap
455,Risotto de crevettes au curry,https://www.marmiton.org/recettes/recette_risotto-de-crevettes-au-curry_166609.aspx,4.8,plat principal,"pâtes, riz, semoule",risotto,,,facile,bon marché,4,45,35,80,Shrimp risotto with curry,main course,"pasta, rice, semolina",risotto,easy,cheap
456,Omelette aux champignons de paris facile,https://www.marmiton.org/recettes/recette_omelette-aux-champignons-de-paris-facile_308286.aspx,3.7,plat principal,œufs,omelette,,,facile,bon marché,4,10,10,20,Easy mushroom omelette,main course,eggs,omelette,easy,cheap
457,Chou fleur et dinde curry coco au cookeo,https://www.marmiton.org/recettes/recette_chou-fleur-curry-coco-au-cookeo_334770.aspx,4.6,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,14,24,Cauliflower and turkey coconut curry in the cookeo,main course,meat,meat in sauce,very easy,cheap
458,Parmigiana Di Melanzane,https://www.marmiton.org/recettes/recette_parmigiana-di-melanzane_392445.aspx,0,plat principal,,,,,facile,bon marché,4,16,45,61,Parmigiana Di Melanzane,main course,,,easy,cheap
459,Salade de poulpe mariné à la provençale,https://www.marmiton.org/recettes/recette_salade-de-poulpe-marine-a-la-provencale_231567.aspx,5,plat principal,fruits de mer,"calamar, poulpe",,,moyenne,bon marché,4,115,50,165,Provençal marinated octopus salad,main course,seafood,"squid, octopus",average,cheap
460,Poulet mariné au curry et gingembre facile,https://www.marmiton.org/recettes/recette_poulet-marine-au-curry-et-gingembre-facile_42548.aspx,4.4,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,6,16,Easy Curry Ginger Marinated Chicken,main course,meat,roast meat,very easy,cheap
461,Côtelettes d'agneau marinées aux herbes,https://www.marmiton.org/recettes/recette_cotelettes-d-agneau-marinees-aux-herbes_27950.aspx,4.6,plat principal,viande,viande rôtie,,,facile,moyen,4,10,5,15,Herb-marinated lamb chops,main course,meat,roast meat,easy,AVERAGE
462,Poêlée aux pommes de terre et saucisse fumée,https://www.marmiton.org/recettes/recette_poelee-provencale-facile_223322.aspx,4.7,plat principal,viande,viande rôtie,,,très facile,bon marché,4,15,25,40,Pan-fried potatoes and smoked sausage,main course,meat,roast meat,very easy,cheap
463,Piperade basque,https://www.marmiton.org/recettes/recette_piperade-basque_27699.aspx,4.6,plat principal,plat unique,piperade,,,facile,moyen,4,30,25,55,Basque piperade,main course,single dish,piperade,easy,AVERAGE
464,Poulet au riz pour robot Cookeo,https://www.marmiton.org/recettes/recette_poulet-au-riz-pour-robot-cookeo_340418.aspx,4.6,plat principal,"pâtes, riz, semoule",plat de riz,,,facile,bon marché,4,8,6,14,Chicken with rice for Cookeo robot,main course,"pasta, rice, semolina",rice dish,easy,cheap
465,Le cordon bleu au four de Marion,https://www.marmiton.org/recettes/recette_le-cordon-bleu-au-four-de-marion_530811.aspx,5,plat principal,plat unique,cordon bleu,,,facile,bon marché,4,15,20,35,Marion's Oven-Baked Cordon Bleu,main course,single dish,blue cord,easy,cheap
466,Pavés de saumon à la crème,https://www.marmiton.org/recettes/recette_paves-de-saumon-a-la-creme_66903.aspx,4.8,plat principal,poisson,filets de poisson,,,très facile,bon marché,4,15,15,30,Salmon fillets with cream,main course,fish,fish fillets,very easy,cheap
467,Fregola sarda en risotto,https://www.marmiton.org/recettes/recette_fregola-sarda-en-risotto_371948.aspx,3,plat principal,"pâtes, riz, semoule",risotto,,,facile,moyen,4,15,50,65,Fregola Sarda in Risotto,main course,"pasta, rice, semolina",risotto,easy,AVERAGE
468,Gratin de coquillettes au jambon,https://www.marmiton.org/recettes/recette_gratin-de-coquillettes-au-jambon_20986.aspx,4.2,plat principal,"pâtes, riz, semoule",gratin de pâtes,,,très facile,bon marché,4,20,40,60,Shell pasta gratin with ham,main course,"pasta, rice, semolina",pasta gratin,very easy,cheap
469,Aile de raie au four (light),https://www.marmiton.org/recettes/recette_aile-de-raie-au-four-light_38551.aspx,4.6,plat principal,poisson,poisson au four,,,très facile,bon marché,4,10,20,30,Baked skate wing (light),main course,fish,baked fish,very easy,cheap
470,Filets de daurade aux champignons et à la crème,https://www.marmiton.org/recettes/recette_filets-de-daurade-aux-champignons-et-a-la-creme_24398.aspx,5,plat principal,poisson,filets de poisson,,,facile,moyen,4,20,25,45,Sea bream fillets with mushrooms and cream,main course,fish,fish fillets,easy,AVERAGE
471,Blanquette de poulet,https://www.marmiton.org/recettes/recette_blanquette-de-poulet_66981.aspx,4.7,plat principal,viande,viande en sauce,,,moyenne,bon marché,4,20,1,21,Chicken blanquette,main course,meat,meat in sauce,average,cheap
472,Curry de légumes végétarien,https://www.marmiton.org/recettes/recette_curry-de-legumes-vegetarien_88522.aspx,4.8,plat principal,plat végétarien,curry de légumes,,,très facile,bon marché,4,20,1,21,Vegetarian vegetable curry,main course,vegetarian dish,vegetable curry,very easy,cheap
473,les pâtes à l'ail,https://www.marmiton.org/recettes/recette_les-pates-a-l-ail_22869.aspx,4.5,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,15,10,25,garlic pasta,main course,"pasta, rice, semolina",other pasta,very easy,cheap
474,Salade thaïlandaise légère,https://www.marmiton.org/recettes/recette_salade-thailandaise-legere_315112.aspx,5,plat principal,plat unique,plats thaï,,,facile,bon marché,4,15,0,15,Light Thai Salad,main course,single dish,thai dishes,easy,cheap
475,Feijoada ( cassoulet Brésilien ),https://www.marmiton.org/recettes/recette_feijoada-cassoulet-portugais_21458.aspx,4.3,plat principal,plat unique,cassoulet,,,facile,bon marché,4,30,115,145,Feijoada (Brazilian cassoulet),main course,single dish,cassoulet,easy,cheap
476,Dorade en papillote au barbecue,https://www.marmiton.org/recettes/recette_dorade-en-papillote-au-barbecue_305265.aspx,4.8,plat principal,poisson,poisson en papillote,,,facile,moyen,4,25,10,35,Barbecued sea bream en papillote,main course,fish,fish in foil,easy,AVERAGE
477,Seiches à la plancha,https://www.marmiton.org/recettes/recette_seiches-a-la-plancha_51701.aspx,4.7,plat principal,fruits de mer,"calamar, poulpe",,,facile,moyen,4,30,15,45,Grilled cuttlefish,main course,seafood,"squid, octopus",easy,AVERAGE
478,Foie gras poêlé aux pommes : la recette parfaite,https://www.marmiton.org/recettes/recette_foie-gras-poele-aux-pommes_13197.aspx,4.7,plat principal,viande,abats,,,très facile,assez cher,4,5,15,20,Pan-fried foie gras with apples: the perfect recipe,main course,meat,offal,very easy,quite expensive
479,sauté de porc au colombo,https://www.marmiton.org/recettes/recette_saute-de-porc-au-colombo_63295.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,130,145,Colombo pork stir-fry,main course,meat,meat in sauce,very easy,cheap
480,Pâtes sauce puttanesca,https://www.marmiton.org/recettes/recette_sauce-puttanesca_14929.aspx,4.5,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,facile,bon marché,4,25,20,45,Pasta with puttanesca sauce,main course,"pasta, rice, semolina",pasta in sauce,easy,cheap
481,Poulet korma (Inde),https://www.marmiton.org/recettes/recette_poulet-korma-inde_11996.aspx,4.2,plat principal,plat unique,plats indiens,,,très facile,bon marché,4,30,1,31,Chicken Korma (India),main course,single dish,indian dishes,very easy,cheap
482,Pâtes aux oeufs et champignons,https://www.marmiton.org/recettes/recette_pates-aux-oeufs-et-champignons_62873.aspx,4,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,15,10,25,Pasta with eggs and mushrooms,main course,"pasta, rice, semolina",other pasta,very easy,cheap
483,Quenelles sauce Nantua,https://www.marmiton.org/recettes/recette_quenelles-sauce-nantua_311940.aspx,4.9,plat principal,plat unique,quenelles,,,facile,bon marché,4,20,35,55,Quenelles with Nantua sauce,main course,single dish,dumplings,easy,cheap
1460,clafoutis aux abricots,https://www.marmiton.org/recettes/recette_clafoutis-aux-abricots_39421.aspx,4.6,dessert,flan,clafoutis,,,très facile,bon marché,4,20,50,70,Apricot clafoutis,dessert,flan,clafoutis,very easy,cheap
484,Saumon au four et ses légumes,https://www.marmiton.org/recettes/recette_saumon-au-four-et-ses-legumes_29435.aspx,4.3,plat principal,poisson,poisson au four,,,très facile,bon marché,4,20,40,60,Baked salmon and vegetables,main course,fish,baked fish,very easy,cheap
485,Moules (de bouchot) de Marielle,https://www.marmiton.org/recettes/recette_moules-de-bouchot-de-marielle_32219.aspx,4.9,plat principal,fruits de mer,moules,,,facile,moyen,4,30,15,45,Marielle's (bouchot) mussels,main course,seafood,mussels,easy,AVERAGE
486,Tiéboudiène (riz au poisson sénégalais),https://www.marmiton.org/recettes/recette_tieboudiene_173523.aspx,4.3,plat principal,"pâtes, riz, semoule",plat de riz,,,moyenne,moyen,4,2,130,132,Tiéboudiène (Senegalese fish rice),main course,"pasta, rice, semolina",rice dish,average,AVERAGE
487,Courgettes à ma façon au Thermomix,https://www.marmiton.org/recettes/recette_courgettes-a-ma-facon-au-thermomix_383150.aspx,0,plat principal,plat unique,,,,très facile,bon marché,4,10,10,20,Zucchini my way with Thermomix,main course,single dish,,very easy,cheap
488,Bar en croûte de sel,https://www.marmiton.org/recettes/recette_bar-en-croute-de-sel_64645.aspx,4.7,plat principal,poisson,poisson en croûte,,,facile,assez cher,4,15,45,60,Sea bass in salt crust,main course,fish,fish in crust,easy,quite expensive
489,Couscous de la mer,https://www.marmiton.org/recettes/recette_couscous-de-la-mer_27642.aspx,5,plat principal,plat unique,couscous,,,moyenne,moyen,4,2,2,4,Sea Couscous,main course,single dish,couscous,average,AVERAGE
490,Cuisse de dinde à la dijonnaise,https://www.marmiton.org/recettes/recette_cuisse-de-dinde-a-la-dijonnaise_27303.aspx,4.8,plat principal,viande,viande en sauce,,,très facile,bon marché,4,20,1,21,Turkey leg with Dijon sauce,main course,meat,meat in sauce,very easy,cheap
491,Crevettes sautées à l'ail et au citron vert,https://www.marmiton.org/recettes/recette_crevettes-sautees-a-l-ail-et-au-citron-vert_59858.aspx,4.9,plat principal,fruits de mer,crevettes,,,facile,bon marché,4,5,10,15,Sautéed Shrimp with Garlic and Lime,main course,seafood,shrimp,easy,cheap
492,Courgettes à ma façon au Cookeo,https://www.marmiton.org/recettes/recette_courgettes-a-ma-facon-au-cookeo_383143.aspx,0,plat principal,plat unique,,,,très facile,bon marché,4,10,10,20,Zucchini my way in the Cookeo,main course,single dish,,very easy,cheap
493,Choucroute de la mer en cocotte,https://www.marmiton.org/recettes/recette_choucroute-de-la-mer-en-cocotte_44832.aspx,4.8,plat principal,plat unique,choucroute,,,facile,assez cher,4,25,120,145,Seafood sauerkraut in a casserole,main course,single dish,sauerkraut,easy,quite expensive
494,Le thieboudienne (Sénégal),https://www.marmiton.org/recettes/recette_le-thieboudienne-senegal_50567.aspx,4.3,plat principal,plat unique,plats africains,,,moyenne,moyen,4,1,1,2,Thieboudienne (Senegal),main course,single dish,african dishes,average,AVERAGE
495,Saltimbocca de veau,https://www.marmiton.org/recettes/recette_saltimbocca-de-veau_37511.aspx,4.8,plat principal,viande,viande rôtie,,,facile,moyen,4,15,20,35,Veal Saltimbocca,main course,meat,roast meat,easy,AVERAGE
496,Nems au poulet et aux crevettes,https://www.marmiton.org/recettes/recette_nems-au-poulet-et-aux-crevettes_96383.aspx,4.6,plat principal,fruits de mer,crevettes,,,moyenne,moyen,4,3,10,13,Chicken and shrimp spring rolls,main course,seafood,shrimp,average,AVERAGE
497,Lentilles et saucisses de Morteau à ma façon,https://www.marmiton.org/recettes/recette_lentilles-et-saucisses-de-morteau-a-ma-facon_24957.aspx,4.8,plat principal,plat unique,saucisse lentilles,,,très facile,bon marché,4,10,2,12,Lentils and Morteau sausages my way,main course,single dish,sausage lentils,very easy,cheap
498,Cuisses et ailes de poulet au barbecue,https://www.marmiton.org/recettes/recette_cuisses-et-ailes-de-poulet-au-barbecue_17557.aspx,4.6,plat principal,viande,viande en sauce,,,très facile,bon marché,4,10,20,30,Barbecued Chicken Thighs and Wings,main course,meat,meat in sauce,very easy,cheap
499,Clam chowder (crème aux palourdes de Nouvelle-Angleterre),https://www.marmiton.org/recettes/recette_clam-chowder-creme-aux-palourdes-de-nouvelle-angleterre_51181.aspx,4.4,plat principal,fruits de mer,coquillages,,,facile,moyen,4,15,45,60,Clam Chowder (New England Clam Chowder),main course,seafood,shells,easy,AVERAGE
500,Chapon au vin de paille,https://www.marmiton.org/recettes/recette_chapon-au-vin-de-paille_11729.aspx,4.9,plat principal,viande,viande rôtie,,,moyenne,assez cher,4,2,1,3,Capon with straw wine,main course,meat,roast meat,average,quite expensive
501,Sauté de  veau aux olives (Corse),https://www.marmiton.org/recettes/recette_saute-de-veau-aux-olives-corse_41250.aspx,4.9,plat principal,viande,viande en sauce,,,facile,moyen,4,30,2,32,Sautéed veal with olives (Corsica),main course,meat,meat in sauce,easy,AVERAGE
502,"Omelette aux girolles, ail et persil",https://www.marmiton.org/recettes/recette_omelette-aux-girolles-ail-et-persil_52045.aspx,4.6,plat principal,œufs,omelette,,,très facile,bon marché,4,15,15,30,"Omelette with chanterelles, garlic and parsley",main course,eggs,omelette,very easy,cheap
503,Noix de pétoncles ou St Jacques Express au cognac,https://www.marmiton.org/recettes/recette_noix-de-petoncles-ou-st-jacques-express-au-cognac_54626.aspx,4.6,plat principal,fruits de mer,coquillages,,,très facile,moyen,4,2,5,7,Scallops or St Jacques Express with cognac,main course,seafood,shells,very easy,AVERAGE
504,Tortilla de pommes de terre,https://www.marmiton.org/recettes/recette_tortilla-de-pommes-de-terre_24594.aspx,4.7,plat principal,œufs,omelette,,,facile,bon marché,4,15,20,35,Potato tortilla,main course,eggs,omelette,easy,cheap
505,Pâtes carbonara presque comme des vraies,https://www.marmiton.org/recettes/recette_pates-carbonara-la-vraie-recette-italienne_17213.aspx,4.2,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,très facile,bon marché,4,5,15,20,Pasta carbonara almost like the real thing,main course,"pasta, rice, semolina",pasta in sauce,very easy,cheap
506,Gratin de macaronis de mami au gruyère,https://www.marmiton.org/recettes/recette_gratin-de-macaronis-de-mami-au-gruyere_31189.aspx,4.4,plat principal,"pâtes, riz, semoule",gratin de pâtes,,,très facile,bon marché,4,15,20,35,Grandma's macaroni gratin with Gruyere cheese,main course,"pasta, rice, semolina",pasta gratin,very easy,cheap
507,Foie de veau poêlé,https://www.marmiton.org/recettes/recette_foie-de-veau-poele_26501.aspx,4.6,plat principal,viande,abats,,,facile,moyen,4,5,10,15,Pan-fried calf's liver,main course,meat,offal,easy,AVERAGE
508,Quinoa au curry,https://www.marmiton.org/recettes/recette_quinoa-au-curry_61096.aspx,4.5,plat principal,"pâtes, riz, semoule",quinoa,,,très facile,bon marché,4,5,25,30,Quinoa with curry,main course,"pasta, rice, semolina",quinoa,very easy,cheap
509,Poulet mariné au paprika et citron,https://www.marmiton.org/recettes/recette_poulet-marine-au-paprika-et-citron_68517.aspx,4.3,plat principal,viande,viande rôtie,,,très facile,bon marché,4,45,15,60,Chicken marinated with paprika and lemon,main course,meat,roast meat,very easy,cheap
510,Amandes de mer farcies à la crème fromagère,https://www.marmiton.org/recettes/recette_amandes-de-mer-farcies-a-la-creme-fromagere_25825.aspx,3.6,plat principal,fruits de mer,coquillages,,,facile,moyen,4,20,20,40,Sea almonds stuffed with cream cheese,main course,seafood,shells,easy,AVERAGE
511,Jajangmyeon (spécialité coréenne),https://www.marmiton.org/recettes/recette_jajangmyeon-specialite-coreenne_530255.aspx,0,plat principal,plat unique,plats coréens,,,facile,bon marché,4,10,12,22,Jajangmyeon (Korean specialty),main course,single dish,korean dishes,easy,cheap
512,Dal lentilles au lait de coco,https://www.marmiton.org/recettes/recette_dal-lentilles-au-lait-de-coco_70773.aspx,4.8,plat principal,plat végétarien,dal,,,facile,bon marché,4,15,20,35,Dal lentils with coconut milk,main course,vegetarian dish,from,easy,cheap
513,Paëlla au poulet,https://www.marmiton.org/recettes/recette_paella-au-poulet_54923.aspx,4.7,plat principal,plat unique,paella,,,très facile,bon marché,4,20,30,50,Chicken Paella,main course,single dish,paella,very easy,cheap
514,Filet de loup rapide façon Silvia,https://www.marmiton.org/recettes/recette_filet-de-loup-rapide-facon-silvia_30472.aspx,4.6,plat principal,poisson,poisson facile,,,très facile,moyen,4,5,10,15,Quick sea bass fillet Silvia style,main course,fish,easy fish,very easy,AVERAGE
515,Tataki de saumon,https://www.marmiton.org/recettes/recette_tataki-de-saumon_392180.aspx,4.5,plat principal,,,,,très facile,moyen,4,10,2,12,Salmon tataki,main course,,,very easy,AVERAGE
516,Rôti de veau en cocotte aux champignons au Cookeo,https://www.marmiton.org/recettes/recette_roti-de-veau-en-cocotte-aux-champignons-au-cookeo_383531.aspx,0,plat principal,viande,viande rôtie,,,très facile,moyen,4,10,22,32,Roast veal in a casserole with mushrooms in the Cookeo,main course,meat,roast meat,very easy,AVERAGE
517,Osso buco,https://www.marmiton.org/recettes/recette_osso-buco_21953.aspx,4.7,plat principal,viande,viande en sauce,,,très facile,bon marché,4,1,1,2,Bone buco,main course,meat,meat in sauce,very easy,cheap
518,Penne au Gorgonzola,https://www.marmiton.org/recettes/recette_penne-au-gorgonzola_56839.aspx,4.6,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,5,10,15,Penne with Gorgonzola,main course,"pasta, rice, semolina",other pasta,very easy,cheap
519,Tajine de poulet aux légumes,https://www.marmiton.org/recettes/recette_tajine-de-poulet-aux-legumes_52294.aspx,5,plat principal,plat unique,tajine,,,facile,bon marché,4,30,2,32,Chicken tagine with vegetables,main course,single dish,tagine,easy,cheap
520,Fajitas au boeuf,https://www.marmiton.org/recettes/recette_fajitas-au-boeuf_36845.aspx,4.2,plat principal,plat unique,plats mexicains,,,très facile,bon marché,4,10,15,25,Beef Fajitas,main course,single dish,mexican dishes,very easy,cheap
521,merguez maison,https://www.marmiton.org/recettes/recette_merguez-maison_28983.aspx,4.8,plat principal,viande,viande rôtie,,,facile,moyen,4,3,0,3,Homemade merguez,main course,meat,roast meat,easy,AVERAGE
522,Filet mignon rôti au cidre,https://www.marmiton.org/recettes/recette_filet-mignon-roti-au-cidre_19890.aspx,4.8,plat principal,viande,viande rôtie,,,facile,bon marché,4,1,40,41,Roasted filet mignon with cider,main course,meat,roast meat,easy,cheap
